Name	taxID	speciesTaxID	assembly_level	seq_rel_date	asm_name	FileName	DownLoadDate	NumberTotalContigs	NumberKeptContigs	NumberRemovedContigs
Cedecea neteri strain_M006	158822	158822	COMPLETE	2014/09/26	ASM75830v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Cedecea neteri strain_M006_ASM75830v1.fna.gz	2019-05-20T22:58:14.062158+02:00[Europe/Berlin]	0	0	0
Cedecea neteri strain_ND14a	158822	158822	COMPLETE	2014/09/26	ASM75832v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Cedecea neteri strain_ND14a_ASM75832v1.fna.gz	2019-05-20T22:58:16.587213+02:00[Europe/Berlin]	0	0	0
Cedecea neteri strain_FDAARGOS_392	158822	158822	COMPLETE	2017/09/28	ASM239344v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Cedecea neteri strain_FDAARGOS_392_ASM239344v1.fna.gz	2019-05-20T22:58:19.081676+02:00[Europe/Berlin]	0	0	0
Cedecea lapagei strain_NCTC11466	158823	158823	COMPLETE	2018/12/20	36672_A01	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Cedecea lapagei strain_NCTC11466_36672_A01.fna.gz	2019-05-20T22:58:21.584682+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei subsp. hoffmannii ECNIH3 strain_ECNIH3	1333851	158836	COMPLETE	2014/09/09	ASM75022v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei subsp. hoffmannii ECNIH3 strain_ECNIH3_ASM75022v1.fna.gz	2019-05-20T22:58:24.077534+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei subsp. hoffmannii ECR091 strain_ECR091	1333849	158836	COMPLETE	2014/09/09	ASM75027v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei subsp. hoffmannii ECR091 strain_ECR091_ASM75027v1.fna.gz	2019-05-20T22:58:26.581710+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei subsp. oharae strain_34978	301102	158836	COMPLETE	2015/08/18	ASM80740v4	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei subsp. oharae strain_34978_ASM80740v4.fna.gz	2019-05-20T22:58:30.143518+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei subsp. steigerwaltii strain_34998	299766	158836	COMPLETE	2015/08/18	ASM80742v4	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei subsp. steigerwaltii strain_34998_ASM80742v4.fna.gz	2019-05-20T22:58:33.342563+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei subsp. steigerwaltii strain_34977	299766	158836	COMPLETE	2015/07/30	ASM81412v3	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei subsp. steigerwaltii strain_34977_ASM81412v3.fna.gz	2019-05-20T22:58:36.529788+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei subsp. hormaechei strain_34983	301105	158836	COMPLETE	2015/01/05	ASM81420v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei subsp. hormaechei strain_34983_ASM81420v1.fna.gz	2019-05-20T22:58:39.715471+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei subsp. xiangfangensis strain_34399	1296536	158836	COMPLETE	2015/01/05	ASM81422v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei subsp. xiangfangensis strain_34399_ASM81422v1.fna.gz	2019-05-20T22:58:42.913238+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei strain_CAV1311	158836	158836	COMPLETE	2015/06/09	ASM102201v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei strain_CAV1311_ASM102201v1.fna.gz	2019-05-20T22:58:46.043819+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei strain_CAV1668	158836	158836	COMPLETE	2015/06/09	ASM102205v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei strain_CAV1668_ASM102205v1.fna.gz	2019-05-20T22:58:49.131253+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei strain_CAV1411	158836	158836	COMPLETE	2015/06/09	ASM102207v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei strain_CAV1411_ASM102207v1.fna.gz	2019-05-20T22:58:52.424357+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei strain_CAV1669	158836	158836	COMPLETE	2015/06/09	ASM102225v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei strain_CAV1669_ASM102225v1.fna.gz	2019-05-20T22:58:55.527250+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei subsp. oharae strain_DSM 16687	301102	158836	COMPLETE	2016/09/16	ASM172970v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei subsp. oharae strain_DSM 16687_ASM172970v1.fna.gz	2019-05-20T22:58:58.604301+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei subsp. steigerwaltii strain_DSM 16691	299766	158836	COMPLETE	2016/09/16	ASM172972v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei subsp. steigerwaltii strain_DSM 16691_ASM172972v1.fna.gz	2019-05-20T22:59:01.335690+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei subsp. hoffmannii strain_DSM 14563	1812934	158836	COMPLETE	2016/09/16	ASM172974v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei subsp. hoffmannii strain_DSM 14563_ASM172974v1.fna.gz	2019-05-20T22:59:03.823960+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei subsp. xiangfangensis strain_LMG27195	1296536	158836	COMPLETE	2016/09/16	ASM172978v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei subsp. xiangfangensis strain_LMG27195_ASM172978v1.fna.gz	2019-05-20T22:59:06.321535+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei strain_CAV1176	158836	158836	COMPLETE	2016/07/15	ASM187450v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei strain_CAV1176_ASM187450v1.fna.gz	2019-05-20T22:59:08.853609+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei strain_MS7884A	158836	158836	COMPLETE	2017/07/31	ASM223746v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei strain_MS7884A_ASM223746v1.fna.gz	2019-05-20T22:59:11.353611+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei subsp. hoffmannii strain_AR_0365	1812934	158836	COMPLETE	2018/03/05	ASM296845v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei subsp. hoffmannii strain_AR_0365_ASM296845v1.fna.gz	2019-05-20T22:59:13.855772+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei strain_SCEH020042	158836	158836	COMPLETE	2018/10/18	ASM305194v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei strain_SCEH020042_ASM305194v2.fna.gz	2019-05-20T22:59:16.628692+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei strain_AR432	158836	158836	COMPLETE	2018/04/30	ASM307399v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei strain_AR432_ASM307399v1.fna.gz	2019-05-20T22:59:19.143483+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei strain_234	158836	158836	COMPLETE	2018/06/05	ASM318641v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei strain_234_ASM318641v1.fna.gz	2019-05-20T22:59:21.707792+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei strain_388	158836	158836	COMPLETE	2018/06/05	ASM318656v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei strain_388_ASM318656v1.fna.gz	2019-05-20T22:59:24.327082+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei subsp. xiangfangensis strain_Pb204	1296536	158836	COMPLETE	2018/06/19	ASM325480v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei subsp. xiangfangensis strain_Pb204_ASM325480v1.fna.gz	2019-05-20T22:59:27.131548+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei strain_20710	158836	158836	COMPLETE	2018/06/25	ASM326495v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei strain_20710_ASM326495v1.fna.gz	2019-05-20T22:59:29.749376+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei strain_AR_038	158836	158836	COMPLETE	2018/07/05	ASM328847v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei strain_AR_038_ASM328847v1.fna.gz	2019-05-20T22:59:33.174286+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei subsp. xiangfangensis strain_OSUVMCKPC4-2	1296536	158836	COMPLETE	2018/08/13	ASM338272v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei subsp. xiangfangensis strain_OSUVMCKPC4-2_ASM338272v1.fna.gz	2019-05-20T22:59:36.453980+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei strain_S13	158836	158836	COMPLETE	2018/08/20	ASM340855v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei strain_S13_ASM340855v1.fna.gz	2019-05-20T22:59:39.869081+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei strain_S5	158836	158836	COMPLETE	2018/08/20	ASM340857v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei strain_S5_ASM340857v1.fna.gz	2019-05-20T22:59:43.169029+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei strain_S6	158836	158836	COMPLETE	2018/08/20	ASM340859v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei strain_S6_ASM340859v1.fna.gz	2019-05-20T22:59:46.464056+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei strain_WCHEH020038	158836	158836	COMPLETE	2018/08/26	ASM342842v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei strain_WCHEH020038_ASM342842v1.fna.gz	2019-05-20T22:59:49.947936+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei strain_FRM	158836	158836	COMPLETE	2017/08/02	ASM344475v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei strain_FRM_ASM344475v1.fna.gz	2019-05-20T22:59:53.238635+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei subsp. xiangfangensis strain_OSUKPC4_L	1296536	158836	COMPLETE	2018/06/06	ASM358602v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei subsp. xiangfangensis strain_OSUKPC4_L_ASM358602v1.fna.gz	2019-05-20T22:59:56.542495+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei strain_C15117	158836	158836	COMPLETE	2018/10/16	ASM366012v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei strain_C15117_ASM366012v1.fna.gz	2019-05-20T22:59:59.842326+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei strain_WCHEH090011	158836	158836	COMPLETE	2019/02/28	ASM396534v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei strain_WCHEH090011_ASM396534v2.fna.gz	2019-05-20T23:00:03.136606+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei strain_S11_16	158836	158836	COMPLETE	2019/01/30	ASM411887v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei strain_S11_16_ASM411887v1.fna.gz	2019-05-20T23:00:06.561312+02:00[Europe/Berlin]	0	0	0
Enterobacter hormaechei subsp. steigerwaltii 	299766	158836	COMPLETE	2018/03/23	C309	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterobacter hormaechei subsp. steigerwaltii _C309.fna.gz	2019-05-20T23:00:10.294887+02:00[Europe/Berlin]	0	0	0
Leminorella richardii strain_NCTC12151	158841	158841	COMPLETE	2018/06/17	28193_H01	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Leminorella richardii strain_NCTC12151_28193_H01.fna.gz	2019-05-20T23:00:13.305030+02:00[Europe/Berlin]	0	0	0
Megamonas hypermegale strain_NCTC10570	158847	158847	COMPLETE	2017/08/15	50279_G02	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Megamonas hypermegale strain_NCTC10570_50279_G02.fna.gz	2019-05-20T23:00:16.010641+02:00[Europe/Berlin]	0	0	0
Providencia rustigianii strain_NCTC6933	158850	158850	COMPLETE	2018/12/20	35661_G01	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Providencia rustigianii strain_NCTC6933_35661_G01.fna.gz	2019-05-20T23:00:19.038433+02:00[Europe/Berlin]	0	0	0
Providencia rustigianii strain_NCTC8113	158850	158850	COMPLETE	2018/12/20	52579_F01	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Providencia rustigianii strain_NCTC8113_52579_F01.fna.gz	2019-05-20T23:00:22.025620+02:00[Europe/Berlin]	0	0	0
Collimonas fungivorans Ter331 strain_Ter331	1005048	158899	COMPLETE	2011/07/20	ASM22104v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Collimonas fungivorans Ter331 strain_Ter331_ASM22104v1.fna.gz	2019-05-20T23:00:25.288178+02:00[Europe/Berlin]	0	0	0
Collimonas fungivorans strain_Ter6	158899	158899	COMPLETE	2016/03/09	ASM158414v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Collimonas fungivorans strain_Ter6_ASM158414v1.fna.gz	2019-05-20T23:00:28.845182+02:00[Europe/Berlin]	0	0	0
Roseibacterium elongatum DSM 19469 strain_DFL-43	1294273	159346	COMPLETE	2014/03/14	ASM59092v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Roseibacterium elongatum DSM 19469 strain_DFL-43_ASM59092v1.fna.gz	2019-05-20T23:00:32.053248+02:00[Europe/Berlin]	0	0	0
Paenibacillus terrae HPL-003 strain_HPL-003	985665	159743	COMPLETE	2011/11/16	ASM23558v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Paenibacillus terrae HPL-003 strain_HPL-003_ASM23558v1.fna.gz	2019-05-20T23:00:35.528997+02:00[Europe/Berlin]	0	0	0
Corynebacterium casei LMG S-19264 strain_LMG S-19264	1285583	160386	COMPLETE	2014/02/05	ASM55078v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Corynebacterium casei LMG S-19264 strain_LMG S-19264_ASM55078v1.fna.gz	2019-05-20T23:00:38.417802+02:00[Europe/Berlin]	0	0	0
Enterococcus gilvus strain_CR1	160453	160453	COMPLETE	2018/07/26	ASM334330v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Enterococcus gilvus strain_CR1_ASM334330v1.fna.gz	2019-05-20T23:00:41.345904+02:00[Europe/Berlin]	0	0	0
Acidihalobacter prosperus strain_F5	160660	160660	COMPLETE	2016/10/06	ASM175324v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Acidihalobacter prosperus strain_F5_ASM175324v1.fna.gz	2019-05-20T23:00:44.252327+02:00[Europe/Berlin]	0	0	0
Agrobacterium larrymoorei strain_CFBP5473	160699	160699	COMPLETE	2019/05/05	ASM514504v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Agrobacterium larrymoorei strain_CFBP5473_ASM514504v1.fna.gz	2019-05-20T23:00:47.454145+02:00[Europe/Berlin]	0	0	0
Sphingomonas wittichii RW1 strain_RW1	392499	160791	COMPLETE	2007/05/31	ASM1676v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Sphingomonas wittichii RW1 strain_RW1_ASM1676v1.fna.gz	2019-05-20T23:00:50.719862+02:00[Europe/Berlin]	0	0	0
Sphingomonas wittichii DC-6 strain_DC-6	1283312	160791	COMPLETE	2017/05/16	ASM71517v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Sphingomonas wittichii DC-6 strain_DC-6_ASM71517v2.fna.gz	2019-05-20T23:00:54.105539+02:00[Europe/Berlin]	0	0	0
Paenibacillus borealis strain_DSM 13188	160799	160799	COMPLETE	2014/09/22	ASM75866v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Paenibacillus borealis strain_DSM 13188_ASM75866v1.fna.gz	2019-05-20T23:00:57.787121+02:00[Europe/Berlin]	0	0	0
Acidithiobacillus ferrivorans SS3 strain_SS3	743299	160808	COMPLETE	2011/08/17	ASM21409v3	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Acidithiobacillus ferrivorans SS3 strain_SS3_ASM21409v3.fna.gz	2019-05-20T23:01:00.538890+02:00[Europe/Berlin]	0	0	0
Planococcus antarcticus DSM 14505 strain_DSM 14505	1185653	161360	COMPLETE	2016/11/01	ASM168756v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Planococcus antarcticus DSM 14505 strain_DSM 14505_ASM168756v2.fna.gz	2019-05-20T23:01:03.425036+02:00[Europe/Berlin]	0	0	0
Pseudoalteromonas phenolica strain_KCTC 12086	161398	161398	COMPLETE	2015/11/17	ASM144440v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Pseudoalteromonas phenolica strain_KCTC 12086_ASM144440v1.fna.gz	2019-05-20T23:01:06.497457+02:00[Europe/Berlin]	0	0	0
Anaeromyxobacter dehalogenans 2CP-C strain_2CP-C	290397	161493	COMPLETE	2006/01/27	ASM1338v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Anaeromyxobacter dehalogenans 2CP-C strain_2CP-C_ASM1338v1.fna.gz	2019-05-20T23:01:09.083849+02:00[Europe/Berlin]	0	0	0
Anaeromyxobacter dehalogenans 2CP-1 strain_2CP-1	455488	161493	COMPLETE	2009/01/12	ASM2214v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Anaeromyxobacter dehalogenans 2CP-1 strain_2CP-1_ASM2214v1.fna.gz	2019-05-20T23:01:11.547339+02:00[Europe/Berlin]	0	0	0
Corynebacterium kroppenstedtii DSM 44385 strain_DSM 44385	645127	161879	COMPLETE	2009/05/19	ASM2314v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Corynebacterium kroppenstedtii DSM 44385 strain_DSM 44385_ASM2314v1.fna.gz	2019-05-20T23:01:14.095785+02:00[Europe/Berlin]	0	0	0
Corynebacterium phocae strain_M408_89_1	161895	161895	COMPLETE	2017/01/10	ASM194156v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Corynebacterium phocae strain_M408_89_1_ASM194156v1.fna.gz	2019-05-20T23:01:16.569511+02:00[Europe/Berlin]	0	0	0
Corynebacterium camporealensis strain_CIP 105508	161896	161896	COMPLETE	2018/03/05	ASM76688v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Corynebacterium camporealensis strain_CIP 105508_ASM76688v2.fna.gz	2019-05-20T23:01:18.912739+02:00[Europe/Berlin]	0	0	0
Corynebacterium camporealensis strain_DSM 44610	161896	161896	COMPLETE	2015/04/24	ASM98081v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Corynebacterium camporealensis strain_DSM 44610_ASM98081v1.fna.gz	2019-05-20T23:01:21.366348+02:00[Europe/Berlin]	0	0	0
Corynebacterium singulare strain_IBS B52218	161899	161899	COMPLETE	2015/02/06	ASM83357v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Corynebacterium singulare strain_IBS B52218_ASM83357v1.fna.gz	2019-05-20T23:01:23.711371+02:00[Europe/Berlin]	0	0	0
Paenibacillus naphthalenovorans strain_32O-Y	162209	162209	COMPLETE	2015/12/11	ASM146525v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Paenibacillus naphthalenovorans strain_32O-Y_ASM146525v1.fna.gz	2019-05-20T23:01:26.516912+02:00[Europe/Berlin]	0	0	0
Microbacterium hominis strain_SJTG1	162426	162426	COMPLETE	2017/12/18	ASM284396v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Microbacterium hominis strain_SJTG1_ASM284396v1.fna.gz	2019-05-20T23:01:28.998185+02:00[Europe/Berlin]	0	0	0
Wolbachia endosymbiont of Drosophila melanogaster strain_wMel	163164	163164	COMPLETE	2004/02/05	ASM802v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Wolbachia endosymbiont of Drosophila melanogaster strain_wMel_ASM802v1.fna.gz	2019-05-20T23:01:31.400448+02:00[Europe/Berlin]	0	0	0
Virgibacillus necropolis strain_LMG 19488	163877	163877	COMPLETE	2017/07/24	ASM222436v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Virgibacillus necropolis strain_LMG 19488_ASM222436v1.fna.gz	2019-05-20T23:01:33.890441+02:00[Europe/Berlin]	0	0	0
Streptomyces puniciscabiei strain_TW1S1	164348	164348	COMPLETE	2016/09/20	ASM173580v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptomyces puniciscabiei strain_TW1S1_ASM173580v1.fna.gz	2019-05-20T23:01:36.816574+02:00[Europe/Berlin]	0	0	0
Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu strain_Cpu	1075399	164514	COMPLETE	2011/11/29	ASM23640v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu strain_Cpu_ASM23640v1.fna.gz	2019-05-20T23:01:39.077964+02:00[Europe/Berlin]	0	0	0
Blattabacterium punctulatus strain_CPUml	164514	164514	COMPLETE	2018/06/14	ASM322669v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Blattabacterium punctulatus strain_CPUml_ASM322669v1.fna.gz	2019-05-20T23:01:41.652756+02:00[Europe/Berlin]	0	0	0
Blattabacterium punctulatus strain_CPUpc	164514	164514	COMPLETE	2018/06/14	ASM322671v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Blattabacterium punctulatus strain_CPUpc_ASM322671v1.fna.gz	2019-05-20T23:01:43.826623+02:00[Europe/Berlin]	0	0	0
Blattabacterium punctulatus strain_CPUbr	164514	164514	COMPLETE	2018/06/14	ASM322673v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Blattabacterium punctulatus strain_CPUbr_ASM322673v1.fna.gz	2019-05-20T23:01:45.989777+02:00[Europe/Berlin]	0	0	0
Blattabacterium punctulatus strain_CPUsm	164514	164514	COMPLETE	2018/06/14	ASM322675v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Blattabacterium punctulatus strain_CPUsm_ASM322675v1.fna.gz	2019-05-20T23:01:48.154739+02:00[Europe/Berlin]	0	0	0
Blattabacterium punctulatus strain_CPUsv	164514	164514	COMPLETE	2018/06/14	ASM322677v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Blattabacterium punctulatus strain_CPUsv_ASM322677v1.fna.gz	2019-05-20T23:01:50.332109+02:00[Europe/Berlin]	0	0	0
Blattabacterium punctulatus strain_CPUbt	164514	164514	COMPLETE	2018/06/14	ASM322679v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Blattabacterium punctulatus strain_CPUbt_ASM322679v1.fna.gz	2019-05-20T23:01:52.523777+02:00[Europe/Berlin]	0	0	0
Blattabacterium punctulatus strain_CPUmc	164514	164514	COMPLETE	2018/06/14	ASM322681v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Blattabacterium punctulatus strain_CPUmc_ASM322681v1.fna.gz	2019-05-20T23:01:54.815105+02:00[Europe/Berlin]	0	0	0
Blattabacterium punctulatus strain_CPUmp	164514	164514	COMPLETE	2018/06/14	ASM322683v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Blattabacterium punctulatus strain_CPUmp_ASM322683v1.fna.gz	2019-05-20T23:01:57.008340+02:00[Europe/Berlin]	0	0	0
Blattabacterium punctulatus strain_CPUwf	164514	164514	COMPLETE	2018/06/14	ASM322687v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Blattabacterium punctulatus strain_CPUwf_ASM322687v1.fna.gz	2019-05-20T23:01:59.193238+02:00[Europe/Berlin]	0	0	0
Blattabacterium punctulatus CPU2 strain_CPU2	1457032	164514	COMPLETE	2018/06/17	ASM357393v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Blattabacterium punctulatus CPU2 strain_CPU2_ASM357393v1.fna.gz	2019-05-20T23:02:01.360875+02:00[Europe/Berlin]	0	0	0
Blattabacterium clevelandi strain_CCLhc	164516	164516	COMPLETE	2018/06/27	ASM326861v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Blattabacterium clevelandi strain_CCLhc_ASM326861v1.fna.gz	2019-05-20T23:02:03.528649+02:00[Europe/Berlin]	0	0	0
Mycobacterium sp. MCS strain_MCS	164756	164756	COMPLETE	2006/06/09	ASM1416v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Mycobacterium sp. MCS strain_MCS_ASM1416v1.fna.gz	2019-05-20T23:02:06.024428+02:00[Europe/Berlin]	0	0	0
Mycobacterium sp. JLS strain_JLS	164757	164757	COMPLETE	2007/02/27	ASM1600v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Mycobacterium sp. JLS strain_JLS_ASM1600v1.fna.gz	2019-05-20T23:02:08.576853+02:00[Europe/Berlin]	0	0	0
Weissella koreensis KACC 15510 strain_KACC 15510	1045854	165096	COMPLETE	2011/06/30	ASM21980v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Weissella koreensis KACC 15510 strain_KACC 15510_ASM21980v1.fna.gz	2019-05-20T23:02:11.040196+02:00[Europe/Berlin]	0	0	0
Weissella koreensis strain_WiKim0080	165096	165096	COMPLETE	2018/02/26	ASM295069v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Weissella koreensis strain_WiKim0080_ASM295069v1.fna.gz	2019-05-20T23:02:13.590672+02:00[Europe/Berlin]	0	0	0
